f1,f2,f3,f4,f5,f6,f7,target
0.6390201424097879,0.8496924754496343,0.14878971302128394,0.9077152187712936,-0.6939699757878753,0.20307256620368933,0.46846100001939545,1
-0.8442811578505074,-1.1242380824981086,-0.16105963951420288,0.5317026774938834,-0.6939699757878753,-0.6843562031395705,-0.36485957869411306,0
1.2323406625139062,1.9463205631983804,-0.2643427570260318,-1.2856912720135991,-0.6939699757878753,-1.1027154801156787,0.6043284856792067,1
-0.8442811578505074,-0.9989091581839662,-0.16105963951420288,0.15569013621647326,0.12157783124052637,-0.49419289542315764,-0.9204066311697854,0
-1.1409414179025665,0.5050379335857427,-1.503740167167979,0.9077152187712936,0.7636048282628851,1.4074401817409705,5.483480859595979,1
0.3423598823577288,-0.15293891906350493,0.25207283053311286,-1.2856912720135991,-0.6939699757878753,-0.8111317416171789,-0.8177511975601501,0
-0.2509606377463893,-1.3435637000478577,-0.9873245796088344,0.7197089481325886,0.0695215882387135,-0.12654383383809306,-0.6758451569821252,1
1.8256611826180242,-0.18427115014204054,-3.569402517404558,-1.2856912720135991,-0.6939699757878753,0.4185909816156233,-1.0200427873203135,0
-0.5476208977984484,2.3849717982978786,0.045506595509454996,1.5344027875669772,4.0171200158761895,-0.18993160307689733,-0.9475801283017476,1
1.2323406625139062,0.12905116064331548,1.3881871231632312,-1.2856912720135991,-0.6939699757878753,-4.056585526643958,-0.7241535963278358,1
0.045699622305669735,-0.34093230553471854,1.1816208881395733,-1.2856912720135991,-0.6939699757878753,0.7101747201141234,-0.8479439721512193,0
1.8256611826180242,1.4763370970203464,0.25207283053311286,-1.2856912720135991,-0.6939699757878753,0.7608849355051667,0.1967260286997732,1
1.8256611826180242,0.5677023957428139,0.5619221830685996,-1.2856912720135991,-0.6939699757878753,-0.6209684339007662,2.926152851732424,0
-0.8442811578505074,2.134313949669594,-0.4709089920496897,0.15569013621647326,6.645960287467739,-0.24064181846794055,-0.22295353811608795,1
0.3423598823577288,1.413672634863275,0.14878971302128394,-0.0949848913018002,0.8243371117650001,-0.7857766339216573,0.34768990165511876,1
0.9356804024618469,-0.6542546163200745,-3.569402517404558,-1.2856912720135991,-0.6939699757878753,-0.2533193723157016,0.0367043233671066,1
-1.1409414179025665,-0.09027445690643372,0.7684884180922575,1.659740301326114,1.3015193392816182,1.749734135630513,0.23899591312727006,1
0.9356804024618469,-0.4349289987703253,0.25207283053311286,-1.2856912720135991,-0.6939699757878753,-0.3040295877067448,-0.6577294922274837,1
-0.8442811578505074,-0.5602579230844678,-2.020155754727124,1.0957214894099987,0.02614138573720278,1.4327952894364915,-0.8720981918240747,0
-0.8442811578505074,-0.18427115014204054,0.045506595509454996,0.5943714343734519,0.13892991224113066,0.3298481046812978,0.17257180902691788,1
-0.2509606377463893,0.1603833917218511,0.9750546531159154,1.2837277600487038,1.344899541783129,0.9256931355260575,0.7009453643706277,0
1.2323406625139062,-0.6855868473986102,0.7684884180922575,-1.2856912720135991,-0.6939699757878753,0.43126853546338434,-0.25314631270715715,0
0.9356804024618469,2.3536395672193433,1.0783377706277444,-1.2856912720135991,-0.6939699757878753,0.9890809047648617,-0.0629318327834215,1
1.529000922565965,-0.05894222582789812,0.5619221830685996,0.9077152187712936,-0.6939699757878753,-0.38009491079331015,-0.6305559950955214,1
2.122321442670083,0.6930313200569563,1.2849040056514023,0.7823777050121569,0.5727319372562379,0.5833991816365149,-0.6577294922274837,1
1.8256611826180242,0.12905116064331548,0.045506595509454996,0.3436964068551783,0.30377468174687144,-0.11386627999033203,-0.8056740877237225,1
0.9356804024618469,0.8183602443710988,0.3553559480449418,-1.2856912720135991,-0.6939699757878753,0.9383706893738185,-0.648671659850163,1
-0.8442811578505074,-0.7482513095556813,-0.16105963951420288,-0.34565991882007363,0.5206756942544251,-1.1153930339634397,0.04576215574442735,0
2.7156419627742014,0.7556957822140276,0.6652053005804286,-0.0949848913018002,0.2603944792453607,-1.2421685724410483,-0.6849029893594459,0
0.3423598823577288,-0.12160668798496932,1.1816208881395733,-1.2856912720135991,-0.6939699757878753,0.2664603354424936,-0.40712946312160975,0
0.3423598823577288,-0.37226453661325415,0.30371438928902733,0.3436964068551783,-0.6939699757878753,0.5073338585499496,0.22389952583173547,0
-0.2509606377463893,1.1630147862349904,0.3553559480449418,0.970383975650862,1.4316599467861504,-0.05047851075152776,1.1447791508593443,1
-0.2509606377463893,-1.0302413892625017,-0.5741921095615187,-0.596334946338347,-0.22546378877155943,-0.9125521723992659,-0.6184788852590938,0
0.6390201424097879,-0.9049124649483594,1.1816208881395733,-1.2856912720135991,-0.6939699757878753,-1.533752310939548,-0.85700180452854,0
1.8256611826180242,0.035054467407708685,0.45863906555677075,0.6570401912530202,-0.6939699757878753,-0.5575806646619619,0.12124409222210028,0
0.045699622305669735,-0.5602579230844678,-0.4709089920496897,0.7823777050121569,0.9718298002701367,-1.0139726031813527,1.4919960586566394,0
2.122321442670083,0.5363701646642783,0.3553559480449418,-1.2856912720135991,-0.6939699757878753,0.15236235081264607,-0.15652943401573594,0
1.529000922565965,-0.5915901541630033,0.3553559480449418,1.0330527325304304,-0.6939699757878753,0.11432968926936297,0.5831935434654583,1
-0.5476208977984484,-0.9675769271054305,-0.057776522002373945,1.3463965169282721,-0.6939699757878753,0.7862400432006887,0.09407059509013803,1
